,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,Padang,-0.9492,100.3543,87.85,67,100,5.84,ID,1636699336
286,Santa Cruz de Tenerife,28.4682,-16.2546,68.65,82,40,1.99,ES,1636699140
287,Yulara,-25.2406,130.9889,71.44,20,0,10.36,AU,1636699336
288,Bani Walid,31.7566,13.9942,59.05,46,52,4.5,LY,1636699337
289,Peniche,39.3558,-9.3811,56.62,91,0,11.99,PT,1636699337
290,Englewood,39.6478,-104.9878,46.87,44,75,7.0,US,1636699333
291,Don Luan,11.5333,106.9167,82.47,71,100,1.57,VN,1636699338
292,Coquimbo,-29.9533,-71.3436,55.13,94,90,5.75,CL,1636699338
293,Anadyr,64.75,177.4833,12.7,85,75,4.47,RU,1636699328
294,Kungurtug,50.5994,97.5228,27.59,59,100,1.1,RU,1636699339
295,Olafsvik,64.8945,-23.7142,38.61,74,100,7.56,IS,1636699339
296,Shellbrook,53.2168,-106.4011,20.43,98,21,2.77,CA,1636699340
297,Inhuma,-6.6683,-41.7078,74.77,64,10,3.8,BR,1636699340
298,El Higo,21.7667,-98.4667,72.05,83,99,1.41,MX,1636699341
299,Mâncio Lima,-7.6142,-72.8958,72.03,99,100,2.51,BR,1636699341
300,Vila Franca do Campo,37.7167,-25.4333,69.19,79,78,10.78,PT,1636699342
301,São Geraldo do Araguaia,-6.4006,-48.555,75.06,77,41,2.51,BR,1636699342
302,Sept-Îles,50.2001,-66.3821,18.03,79,1,4.61,CA,1636699315
303,Fukuechō,32.6881,128.8419,55.76,62,75,10.36,JP,1636699343
304,Isangel,-19.55,169.2667,78.91,78,14,6.91,VU,1636699067
305,Umm Kaddadah,13.6017,26.6876,84.47,15,6,9.75,SD,1636699344
306,Monrovia,6.3005,-10.7969,76.77,82,100,2.26,LR,1636699344
307,Malaryta,51.7905,24.074,38.95,84,98,7.56,BY,1636699345
308,Christchurch,-43.5333,172.6333,75.4,50,88,12.66,NZ,1636699345
309,Constitución,-35.3333,-72.4167,52.05,92,23,4.27,CL,1636699346
310,Montélimar,44.5584,4.7509,51.46,82,100,7.94,FR,1636699347
311,Ainaži,57.8636,24.3578,45.23,75,19,22.68,LV,1636699347
312,North Bend,43.4065,-124.2243,61.86,98,90,12.66,US,1636699347
313,Quirinópolis,-18.4483,-50.4517,68.99,95,83,2.15,BR,1636699348
314,Ulladulla,-35.35,150.4667,63.77,95,99,1.72,AU,1636699348
315,Arrifes,37.7667,-25.7,67.23,88,60,14.23,PT,1636699349
316,Camacha,33.0833,-16.3333,63.82,59,40,5.75,PT,1636699349
317,Guerrero Negro,27.9769,-114.0611,69.03,56,0,4.34,MX,1636699349
318,Ambilobe,-13.2,49.05,92.37,41,97,3.36,MG,1636699350
319,Province of Mantua,45.1667,10.7833,52.43,89,100,2.04,IT,1636699350
320,‘Āhuimanu,21.4447,-157.8378,78.51,68,20,5.75,US,1636699351
321,Muros,42.7762,-9.0603,51.84,91,36,6.49,ES,1636699351
322,Ürümqi,43.801,87.6005,32.95,41,0,2.24,CN,1636699352
323,Bay Roberts,47.5999,-53.2648,40.03,80,96,10.0,CA,1636699352
324,Kawalu,-7.3817,108.2082,74.48,89,100,0.2,ID,1636699352
325,San Patricio,28.017,-97.5169,71.82,66,0,8.48,US,1636699353
326,Nālūt,30.3333,10.85,54.55,44,28,8.9,LY,1636699353
327,Tiarei,-17.5333,-149.3333,78.82,67,68,10.29,PF,1636699354
328,Dunedin,-45.8742,170.5036,55.65,88,30,3.67,NZ,1636699090
329,Lagoa,39.05,-27.9833,67.77,87,59,13.44,PT,1636699354
330,Tumpat,6.1978,102.171,82.45,83,40,9.22,MY,1636699355
331,São João da Barra,-21.6403,-41.0511,66.38,92,100,12.06,BR,1636699355
332,Poronaysk,49.2167,143.1167,37.2,70,71,11.86,RU,1636699356
333,Goroka,-6.0834,145.3873,70.61,81,76,2.66,PG,1636699356
334,Hangu,39.2489,117.7892,57.24,35,0,12.19,CN,1636699356
335,General Roca,-39.0333,-67.5833,63.0,78,93,6.08,AR,1636699357
336,Mossamedes,-15.1961,12.1522,70.97,76,68,3.15,AO,1636699357
337,Ponta do Sol,32.6667,-17.1,66.83,66,45,6.51,PT,1636699358
338,Usogorsk,63.4106,48.6872,33.12,97,100,9.46,RU,1636699358
339,Biltine,14.5333,20.9167,85.71,16,0,13.44,TD,1636699359
340,Lavrentiya,65.5833,-171.0,8.13,90,15,5.68,RU,1636699359
341,Green River,41.5286,-109.4662,43.14,72,86,8.01,US,1636699084
342,Jinka,5.65,36.65,79.21,39,36,6.24,ET,1636699360
343,Okakarara,-20.5833,17.4333,81.16,32,100,3.8,NA,1636699360
344,Gorontalo,0.5412,123.0595,82.92,85,95,2.42,ID,1636699240
345,Bakhtiyārpur,25.4667,85.5167,78.82,33,30,1.54,IN,1636699361
346,Gambēla,8.25,34.5833,78.37,65,99,4.14,ET,1636699361
347,Jatai,-17.8814,-51.7144,67.33,94,100,1.16,BR,1636699361
348,Broome,42.2506,-75.833,59.83,73,90,3.0,US,1636699362
349,Port Augusta,-32.5,137.7667,62.74,56,100,21.36,AU,1636699362
350,Campbellsville,37.3434,-85.3419,48.65,74,1,5.82,US,1636699363
351,Fremont,37.5483,-121.9886,63.68,75,1,0.0,US,1636699079
352,Srednekolymsk,67.45,153.6833,10.13,96,100,3.33,RU,1636699363
353,Trelew,-43.249,-65.3051,58.96,86,100,14.94,AR,1636699364
354,Rumuruti,0.267,36.5389,72.48,48,45,10.25,KE,1636699364
355,Tabou,4.423,-7.3528,77.02,88,94,1.72,CI,1636699365
356,Lebyazh'ye,55.2689,66.4947,25.05,62,100,13.27,RU,1636699365
357,Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,38.73,67,1,4.14,CN,1636699366
358,Merritt Island,28.5392,-80.672,73.4,91,20,0.0,US,1636699366
359,Kangaatsiaq,68.3065,-53.4641,14.68,95,100,14.47,GL,1636699366
360,Manoel Urbano,-8.8389,-69.2597,71.65,99,52,2.68,BR,1636699367
361,Codrington,-38.2667,141.9667,52.92,83,100,20.69,AU,1636699367
362,Mattru,7.6244,-11.8332,73.26,97,100,2.66,SL,1636699368
363,Namwala,-15.7504,26.4384,83.52,40,59,9.4,ZM,1636699368
364,Drochia,48.035,27.8161,43.25,45,7,3.62,MD,1636699369
365,Kanye,-24.9667,25.3327,80.67,35,3,13.91,BW,1636699369
366,Ballina,-28.8667,153.5667,89.78,60,9,13.8,AU,1636699370
367,Gannan,47.9147,123.5031,36.79,63,67,8.23,CN,1636699370
368,Seoul,37.5683,126.9778,49.39,41,0,8.05,KR,1636699244
369,Yondó,7.0062,-73.9097,72.18,97,43,1.03,CO,1636699371
370,Neuquén,-38.9516,-68.0591,62.49,82,0,8.05,AR,1636699156
371,Ambon City,-3.6954,128.1814,87.94,70,20,6.91,ID,1636699371
372,Santa Maria da Vitória,-13.3947,-44.1886,74.08,80,100,1.01,BR,1636699372
373,Gloggnitz,47.6749,15.9389,40.01,85,9,1.3,AT,1636699372
374,Kumano,34.3442,132.5894,56.89,62,76,16.46,JP,1636699373
375,Port-Gentil,-0.7193,8.7815,78.76,94,75,4.61,GA,1636699373
376,Mogadishu,2.0371,45.3438,84.07,94,75,10.36,SO,1636699374
377,General Pico,-35.6566,-63.7568,65.3,42,84,17.05,AR,1636699374
378,Honningsvåg,70.9821,25.9704,32.81,55,99,12.06,NO,1636699375
379,Dongsheng,39.8161,109.9776,37.0,30,0,12.17,CN,1636699375
380,Alpena,45.0617,-83.4327,44.92,87,75,5.75,US,1636699376
381,Hambantota,6.1241,81.1185,82.74,89,75,9.22,LK,1636699376
382,Bariloche,-41.1456,-71.3082,54.45,50,20,3.44,AR,1636699377
383,Roald,62.5833,6.1333,40.33,87,75,6.91,NO,1636699377
384,Meulaboh,4.1363,96.1285,78.64,86,100,7.85,ID,1636699378
385,San Cristobal,7.7669,-72.225,64.33,85,95,1.61,VE,1636699378
386,Hong Kong,22.2855,114.1577,77.38,46,100,11.01,HK,1636699143
387,Valdivia,-39.8142,-73.2459,53.69,99,100,0.83,CL,1636699251
388,Coper,5.4768,-74.0442,67.95,98,78,2.55,CO,1636699379
389,Ndélé,8.4109,20.6473,81.57,69,89,5.12,CF,1636699379
390,Kuusamo,65.9667,29.1833,30.24,93,75,5.75,FI,1636699380
391,Bom Jesus,-9.0744,-44.3586,72.05,78,13,2.33,BR,1636699380
392,Balgarovo,42.6214,27.3046,46.09,87,0,0.0,BG,1636699381
393,Çorovodë,40.5042,20.2272,55.92,47,100,3.58,AL,1636699381
394,Mayumba,-3.432,10.6554,79.03,86,98,4.74,GA,1636699381
395,Abhā,18.2164,42.5053,66.02,30,0,4.61,SA,1636699152
396,Den Helder,52.9599,4.7593,49.98,88,90,15.01,NL,1636699318
397,Quipile,4.7481,-74.5631,61.74,95,26,3.58,CO,1636699382
398,Bodden Town,19.2833,-81.25,78.01,90,73,12.28,KY,1636699370
399,Cantilan,9.3336,125.9775,81.07,86,100,4.76,PH,1636699383
400,Kajaani,64.2273,27.7285,32.05,100,90,1.14,FI,1636699383
401,Tezu,27.9167,96.1667,82.0,30,45,3.13,IN,1636699384
402,Haines Junction,60.7522,-137.5108,13.95,92,100,1.14,CA,1636699384
403,Charagua,-19.8,-63.2167,67.6,78,99,2.37,BO,1636699385
404,Mount Gambier,-37.8333,140.7667,55.31,76,90,19.57,AU,1636699385
405,Ahipara,-35.1667,173.1667,63.19,92,100,10.18,NZ,1636699386
406,Machalí,-34.1833,-70.6667,53.89,69,61,1.14,CL,1636699386
407,Turukhansk,65.8167,87.9833,1.62,96,100,8.52,RU,1636699387
408,Coahuayana Viejo,18.7333,-103.6833,74.12,92,18,3.53,MX,1636699387
409,Maceió,-9.6658,-35.7353,78.24,88,20,0.0,BR,1636699388
410,Cidreira,-30.1811,-50.2056,63.52,67,52,11.25,BR,1636699388
411,Vila do Maio,15.1333,-23.2167,74.19,74,51,13.8,CV,1636699389
412,Vestmannaeyjar,63.4427,-20.2734,38.3,65,100,13.06,IS,1636699389
413,Amasya Province,40.6667,35.8333,35.28,65,4,2.75,TR,1636699389
414,Libertador General San Martín,-23.8064,-64.7876,68.94,71,74,2.93,AR,1636699390
415,Eldoret,0.5204,35.2699,68.09,56,40,8.05,KE,1636699390
416,Esim,4.8699,-2.2405,79.0,83,45,3.36,GH,1636699391
417,Kotido,2.9806,34.1331,80.31,37,98,19.37,UG,1636699391
418,Lancaster,40.2504,-76.2499,61.14,88,100,1.99,US,1636699344
419,Kahului,20.8947,-156.47,78.82,65,40,10.36,US,1636699105
420,Kryve Ozero,47.9524,30.3493,40.86,70,11,6.85,UA,1636699392
421,Anloga,5.7947,0.8973,73.62,78,95,4.63,GH,1636699392
422,Puerto Suárez,-18.95,-57.8,74.98,92,100,2.17,BO,1636699393
423,Mormugao,15.4,73.8,83.46,48,75,5.75,IN,1636699393
424,Margate,51.3813,1.3862,53.31,84,100,4.0,GB,1636699394
425,Pālampur,32.1167,76.5333,67.98,34,0,6.29,IN,1636699394
426,Woodward,36.4337,-99.3904,47.97,63,40,5.75,US,1636699395
427,Moïssala,8.3404,17.7663,82.56,61,89,4.76,TD,1636699395
428,Katangli,51.7102,143.2326,33.87,98,100,5.55,RU,1636699396
429,Narsaq,60.9167,-46.05,16.02,71,61,5.73,GL,1636699396
430,Talavera de la Reina,39.9635,-4.8308,51.6,75,33,2.08,ES,1636699397
431,Belaya Gora,68.5333,146.4167,1.8,97,100,5.57,RU,1636699397
432,Arrondissement de Vierzon,47.2101,2.0625,36.19,83,10,3.53,FR,1636699397
433,Byron Bay,-28.65,153.6167,89.71,71,29,15.23,AU,1636699398
434,Noumea,-22.2763,166.4572,80.58,80,99,6.93,NC,1636699398
435,Coruripe,-10.1256,-36.1756,76.23,86,42,8.19,BR,1636699399
436,Yamada,39.4667,141.95,49.73,76,77,7.29,JP,1636699399
437,Bogorodskoye,56.55,37.8833,32.27,98,100,11.21,RU,1636699400
438,Bria,6.5423,21.9863,76.75,79,99,2.35,CF,1636699400
439,Hoi An,15.8794,108.335,80.56,79,86,10.56,VN,1636699401
440,Wote,-1.7808,37.6288,78.21,49,77,6.04,KE,1636699401
441,Bathsheba,13.2167,-59.5167,79.41,78,40,17.27,BB,1636699401
442,Marshall,34.3834,-86.3333,51.75,84,90,3.44,US,1636699397
443,Safi,32.2994,-9.2372,58.55,87,15,10.09,MA,1636699402
444,Udachny,66.4167,112.4,2.46,97,100,6.02,RU,1636699402
445,Sitka,57.0531,-135.33,46.29,61,90,19.57,US,1636699403
446,Carauari,-4.8828,-66.8958,72.21,100,100,1.5,BR,1636699403
447,Itoman,26.1247,127.6694,72.37,54,75,10.36,JP,1636699404
448,Nueva Gerona,21.8833,-82.8,76.84,80,75,7.27,CU,1636699404
449,Sumenep,-7.0167,113.8667,83.3,75,100,6.26,ID,1636699404
450,Umluj,25.0213,37.2685,82.76,38,91,1.39,SA,1636699405
451,Agirish,61.9247,63.0231,23.13,92,100,7.45,RU,1636699405
452,Nome,64.5011,-165.4064,6.87,73,1,6.91,US,1636699406
453,Kununurra,-15.7667,128.7333,96.78,20,75,10.36,AU,1636699406
454,Waverly,42.7392,-84.6208,42.19,88,1,8.05,US,1636699407
455,Manono,-7.3,27.4167,77.18,76,100,5.06,CD,1636699407
456,Mennecy,48.569,2.4438,35.76,100,90,4.61,FR,1636699407
457,Airai,-8.9266,125.4092,70.32,78,100,0.92,TL,1636699408
458,San Lazaro,18.0387,-88.6622,70.3,96,18,0.72,BZ,1636699408
459,Yanam,16.7333,82.2167,82.8,95,100,9.31,IN,1636699409
460,Kathu,7.9178,98.3332,82.69,94,100,4.41,TH,1636699409
461,Sinfra,6.6167,-5.9167,74.57,97,54,1.19,CI,1636699410
462,Deputatsky,69.3,139.9,-4.22,99,100,2.39,RU,1636699410
463,Kamenka,51.3223,42.7678,34.63,56,100,15.32,RU,1636699411
464,Svetlaya,46.5389,138.3297,36.48,54,80,12.95,RU,1636699411
465,Kruisfontein,-34.0033,24.7314,62.89,68,91,9.64,ZA,1636699412
466,Lieksa,63.3167,30.0167,36.73,97,100,7.29,FI,1636699413
467,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,65.53,65,0,5.19,AR,1636699413
468,Raudeberg,61.9875,5.1352,41.67,87,43,1.99,NO,1636699413
469,Shimoda,34.6667,138.95,62.96,53,52,25.17,JP,1636699414
470,Sharjah city,25.3573,55.4033,88.25,22,0,4.61,AE,1636699414
471,Birjand,32.8663,59.2211,61.27,14,0,6.91,IR,1636699415
472,Baruun-Urt,46.6806,113.2792,36.36,37,74,15.03,MN,1636699415
473,Arawa,-6.2132,155.5367,81.41,86,100,2.98,PG,1636699416
474,Bam,29.106,58.357,67.1,22,0,5.17,IR,1636699416
475,Tuy Hoa,13.0833,109.3,75.6,92,100,8.5,VN,1636699417
476,Pāli,25.7667,73.3333,85.03,16,100,3.87,IN,1636699417
477,Hamilton,39.1834,-84.5333,45.99,95,1,0.0,US,1636699318
478,Calderitas,18.55,-88.25,75.13,89,86,4.18,MX,1636699418
479,Alugan,12.2188,125.4808,82.65,85,95,11.77,PH,1636699419
480,Zhaoyang,42.682,126.0305,31.46,76,4,7.99,CN,1636699419
481,Klaksvík,62.2266,-6.589,43.72,87,100,40.09,FO,1636699419
482,Chestermere,51.0334,-113.8187,29.03,62,75,11.5,CA,1636699420
483,Kem',64.9555,34.5793,32.9,99,100,4.76,RU,1636699421
484,Vardø,70.3705,31.1107,28.15,59,94,16.24,NO,1636699421
485,La Ronge,55.1001,-105.2842,21.45,79,90,4.61,CA,1636699421
486,Hilton Head,32.2163,-80.7526,67.98,94,1,8.05,US,1636699137
487,Yangi Marg`ilon,40.4272,71.7189,54.32,40,0,2.3,UZ,1636699422
488,Harrismith,-28.2728,29.1295,73.8,32,0,16.44,ZA,1636699422
489,Butajīra,8.1167,38.3667,66.67,47,75,8.28,ET,1636699423
490,Pacific Grove,36.6177,-121.9166,64.38,79,1,5.99,US,1636699166
491,Vershino-Darasunskiy,52.35,115.5167,26.83,85,100,5.01,RU,1636699423
492,Payson,40.0444,-111.7321,50.58,82,1,3.0,US,1636699424
493,Chingirlau,51.095,54.0814,33.13,50,100,17.31,KZ,1636699424
494,Puri,19.8,85.85,79.38,77,100,13.04,IN,1636699425
495,Guangzhou,23.1167,113.25,73.35,32,84,8.5,CN,1636699336
496,Ashington,50.9331,-0.3909,55.81,70,100,7.0,GB,1636699425
497,Namatanai,-3.6667,152.4333,82.9,75,97,5.39,PG,1636699426
498,Plettenberg Bay,-34.0527,23.3716,67.5,71,21,5.35,ZA,1636699426
499,Kuopio,62.8924,27.677,37.35,93,90,8.05,FI,1636699426
500,Kanigoro,-8.13,112.219,80.55,80,100,7.9,ID,1636699427
501,Verkhnevilyuysk,63.4453,120.3167,6.89,87,100,6.15,RU,1636699427
502,Benguela,-12.5763,13.4055,76.64,82,83,3.87,AO,1636699428
503,Mehamn,71.0357,27.8492,31.91,70,96,10.51,NO,1636699428
504,Kerema,-7.9631,145.7785,84.29,76,63,4.16,PG,1636699429
505,Urengoy,65.9667,78.3667,12.29,94,100,20.18,RU,1636699429
506,Williamsburg,37.2707,-76.7075,66.74,83,40,3.0,US,1636699184
507,Langsa,4.4683,97.9683,85.91,63,100,6.73,ID,1636699430
508,Jackson,42.4165,-122.8345,53.04,91,1,0.0,US,1636699405
509,Salisbury,51.0693,-1.7957,55.58,94,90,17.27,GB,1636699430
510,Qaqortoq,60.7167,-46.0333,16.3,73,16,4.88,GL,1636699431
511,Khabary,53.6259,79.5345,36.14,68,100,10.74,RU,1636699431
512,Bud,39.447,-86.1758,43.18,85,0,7.47,US,1636699432
513,Concordia,-31.393,-58.0209,61.79,72,0,8.01,AR,1636699432
514,Hlukhiv,51.6782,33.9162,37.09,72,99,12.46,UA,1636699433
515,Evensk,61.95,159.2333,23.43,91,100,4.99,RU,1636699433
516,Jieshi,22.8134,115.8257,73.76,50,94,13.47,CN,1636699434
517,Ouadda,8.0777,22.4007,80.17,64,95,3.47,CF,1636699434
518,Isla Vista,34.4133,-119.861,77.13,52,1,0.0,US,1636699435
519,Lexington,37.9887,-84.4777,46.29,91,1,8.05,US,1636699202
520,Soyo,-6.1349,12.3689,78.85,80,100,4.83,AO,1636699436
521,Cap Malheureux,-19.9842,57.6142,82.89,58,14,7.0,MU,1636699436
522,Saint-Leu,-21.15,55.2833,82.96,75,13,6.24,RE,1636699437
523,Shibukawa,36.4833,139.0,60.06,35,73,4.0,JP,1636699437
524,Toamasina,-18.1667,49.3833,84.2,70,40,6.91,MG,1636699438
525,Sur,22.5667,59.5289,82.06,46,0,12.73,OM,1636699439
526,Apple Valley,34.5008,-117.1859,68.36,42,0,0.31,US,1636699166
527,Micheweni,-4.9667,39.8333,85.24,63,16,4.18,TZ,1636699439
528,Huaraz,-9.5333,-77.5333,54.54,83,99,3.0,PE,1636699440
529,Mahibadhoo,3.7833,72.9667,82.49,80,17,19.33,MV,1636699440
530,Saint-Paul,-21.0096,55.2707,84.0,75,26,3.0,RE,1636699331
531,Laguna,38.421,-121.4238,58.21,96,1,3.44,US,1636699287
532,George Town,5.4112,100.3354,84.13,86,40,1.01,MY,1636699441
533,Tarakan,3.3,117.6333,76.5,94,90,9.22,ID,1636699441
534,Bolshaya Rechka,51.9503,104.7355,37.67,55,100,7.05,RU,1636699442
535,Harper,4.375,-7.7169,77.99,85,96,2.8,LR,1636699442
536,Kidal,18.4411,1.4078,70.88,12,100,7.56,ML,1636699442
537,Yarmouth,41.7057,-70.2286,53.98,72,1,5.01,US,1636699443
538,Belyy Yar,53.6039,91.3903,40.86,54,0,2.24,RU,1636699443
539,Ulan-Ude,51.8261,107.6098,33.69,55,40,4.47,RU,1636699444
540,Druzhba,52.0428,33.9453,36.3,78,100,12.5,UA,1636699444
541,Itaueira,-7.6033,-43.0256,77.13,63,39,5.5,BR,1636699444
542,Saurimo,-9.6608,20.3916,73.2,74,96,2.71,AO,1636699445
543,Kachīry,53.0675,76.1036,39.16,73,100,14.09,KZ,1636699445
544,Türkan,40.3639,50.215,50.18,66,75,4.61,AZ,1636699446
545,Los Llanos de Aridane,28.6585,-17.9182,62.35,81,90,5.99,ES,1636699446
546,Salamiyah,35.0113,37.0532,62.42,33,0,5.48,SY,1636699447
547,Te Anau,-45.4167,167.7167,56.17,79,73,6.67,NZ,1636699447
548,Nanga Eboko,4.6833,12.3667,71.28,94,97,0.67,CM,1636699447
549,Jambi City,-1.6,103.6167,88.84,56,100,2.57,ID,1636699448
550,Inuvik,68.3499,-133.7218,9.61,88,40,2.3,CA,1636699448
551,Poreč,45.2258,13.5939,53.37,78,56,3.6,HR,1636699449
552,Lincoln,40.8,-96.667,39.11,57,1,4.0,US,1636699449
553,Usinsk,65.9939,57.5281,24.06,96,100,10.49,RU,1636699450
554,Upington,-28.4478,21.2561,71.98,26,100,3.44,ZA,1636699450
555,Palana,59.1167,159.9667,33.84,78,100,7.74,RU,1636699450
556,Osypenko,46.9136,36.8253,40.84,69,89,7.02,UA,1636699451
557,Waddān,29.1614,16.139,62.33,81,100,7.92,LY,1636699451
558,Troitskoye,52.9821,84.6757,35.2,70,100,6.62,RU,1636699452
559,Alihe,50.5667,123.7167,37.09,35,9,9.01,CN,1636699452
560,Puerto Nariño,-3.7703,-70.3831,73.35,98,100,0.65,CO,1636699452
561,Gubkinskiy,64.434,76.5026,14.31,94,100,24.07,RU,1636699453
562,Khovd,48.0056,91.6419,34.65,23,51,2.42,MN,1636699453
563,Waingapu,-9.6567,120.2641,84.42,72,100,2.82,ID,1636699454
564,Whitefish,48.4111,-114.3376,34.77,89,1,0.0,US,1636699454
565,Taoudenni,22.6783,-3.9836,69.33,16,100,6.24,ML,1636699455
566,Pierre,44.3683,-100.351,36.05,68,90,18.01,US,1636699263
567,Karratha,-20.7377,116.8463,86.27,25,2,14.61,AU,1636699455
568,Kirovsk,48.6375,38.6428,37.69,61,100,13.85,UA,1636699456
569,Pangody,65.85,74.4859,16.11,94,100,17.0,RU,1636699457
